Case ID,Status_change_to_Being_Approved,Check_order_numbers,Compare_of_sums,Check_cost_center,Get_lowest_approval_level,Approving_on_specific_level,Manual_identification_CC,Manual_enter_the_order_number,Check_whether_the_total_approval,Shift_to_higher_level,Status_change_to_Accounted,Process_end,Status_change_to_Approved,Invoice_accounting_confirmation,Invoice_accounting,x11,x21,x31,x41,x51,x61
981557,2.0,2.0,251.0,1.0,0.0,3.0,-1.0,1.0,6861.5,1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,0,1,0
981558,1.0,1.0,227.0,1.0,0.0,3.0,-1.0,0.0,144.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981559,1.0,1.0,106.0,1.0,0.0,2.0,-1.0,2.0,3899.0,0.5,16.0,1.0,2.0,1.0,950568.0,0,1,1,0,1,1
981560,4.0,1.0,0.0,1.0,1.0,4.0,-1.0,-1.0,87773.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981561,2.0,1.0,1.0,1.0,0.0,2.0,-1.0,-1.0,76875.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981562,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,76864.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981563,1.0,1.0,11004.0,1.0,0.0,2.0,-1.0,1.0,65837.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981564,1.0,0.0,1.0,1.0,0.0,4.0,-1.0,-1.0,76812.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981565,1.0,2.0,0.0,1.0,1.0,4.0,-1.0,-1.0,76812.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981566,1.0,1.0,1.0,0.0,0.0,4.0,-1.0,-1.0,76826.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981567,2.0,0.0,1.0,1.0,0.0,4.0,-1.0,-1.0,76835.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981568,2.0,1.0,1.0,0.0,1.0,3.0,-1.0,-1.0,76473.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981569,2.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,76573.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981570,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,76577.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981571,1.0,0.0,1.0,0.0,0.0,4.0,-1.0,-1.0,76576.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981572,1.0,0.0,10349.0,0.0,1.0,3.0,-1.0,3.0,66225.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981573,2.0,2.0,0.0,2.0,1.0,4.0,-1.0,-1.0,76579.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981574,2.0,1.0,1.0,0.0,0.0,3.0,-1.0,-1.0,76625.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981575,1.0,1.0,0.0,2.0,0.0,3.0,-1.0,-1.0,76624.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981576,1.0,0.0,1.0,0.0,1.0,2.0,-1.0,-1.0,86847.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981577,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,-1.0,87166.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981579,2.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,87182.0,-1.0,1.0,3.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981580,1.0,1.0,0.0,1.0,0.0,5.0,-1.0,-1.0,87229.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981581,1.0,1.0,0.0,0.0,0.0,2.0,-1.0,-1.0,88183.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981582,1.0,0.0,1.0,0.0,1.0,2.0,-1.0,-1.0,88281.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981583,1.0,1.0,1.0,1.0,0.0,2.0,-1.0,-1.0,88302.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981584,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,88465.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981585,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,88463.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981586,1.0,2.0,0.0,1.0,1.0,3.0,-1.0,-1.0,88437.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981587,1.0,1.0,1.0,1.0,0.0,2.0,-1.0,-1.0,88519.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981588,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,88520.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981589,1.0,2.0,0.0,1.0,0.0,2.0,-1.0,-1.0,88517.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981590,1.0,1.0,0.0,2.0,0.0,2.0,-1.0,-1.0,88518.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981591,1.0,1.0,1.0,0.0,0.0,4.0,-1.0,-1.0,88554.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981592,2.0,0.0,1.0,0.0,0.0,4.0,-1.0,-1.0,88557.0,-1.0,0.0,3.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981593,1.0,1.0,1.0,0.0,1.0,3.0,-1.0,-1.0,88563.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981594,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,-1.0,88567.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981595,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,88590.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981596,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,78842.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981597,2.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,76135.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981598,1.0,1.0,1.0,0.0,0.0,3.0,-1.0,-1.0,76178.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981599,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,76180.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981600,1.0,0.0,1.0,0.0,1.0,3.0,-1.0,-1.0,76402.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981601,1.0,1.0,0.0,1.0,1.0,2.0,-1.0,-1.0,76457.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981602,1.0,1.0,9130.0,1.0,0.0,2.0,-1.0,1.0,235598.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981603,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,76777.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981605,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,76770.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981606,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,76795.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981608,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,76366.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981609,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,76373.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981610,2.0,1.0,1.0,2.0,0.0,4.0,-1.0,-1.0,76386.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981611,2.0,1.0,1.0,1.0,0.0,3.0,-1.0,-1.0,76444.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981612,2.0,1.0,0.0,0.0,1.0,3.0,-1.0,-1.0,76532.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981613,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,76533.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981614,3.0,1.0,1.0,1.0,0.0,4.0,-1.0,-1.0,68726.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981615,1.0,1.0,8260.0,1.0,1.0,2.0,-1.0,2.0,68207.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981616,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,76562.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981618,1.0,1.0,8170.0,1.0,0.0,3.0,-1.0,3.0,68700.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981619,2.0,1.0,0.0,1.0,0.0,4.0,-1.0,-1.0,76720.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981620,2.0,1.0,0.0,1.0,0.0,4.0,-1.0,-1.0,76668.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981621,2.0,1.0,0.0,2.0,1.0,2.0,-1.0,-1.0,76642.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981622,1.0,1.0,7793.0,1.0,0.0,3.0,-1.0,2.0,68847.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981623,1.0,1.0,1.0,0.0,0.0,3.0,-1.0,-1.0,77011.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981624,1.0,1.0,1.0,2.0,1.0,3.0,-1.0,-1.0,76953.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981625,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,76953.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981626,1.0,2.0,1.0,1.0,0.0,5.0,-1.0,-1.0,76999.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981627,1.0,1.0,1.0,0.0,1.0,3.0,-1.0,-1.0,76986.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981628,3.0,1.0,0.0,1.0,1.0,4.0,-1.0,-1.0,68296.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981629,1.0,1.0,7335.0,1.0,1.0,3.0,-1.0,2.0,60981.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981630,2.0,0.0,1.0,0.0,1.0,3.0,-1.0,-1.0,68354.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981631,1.0,1.0,1.0,1.0,0.0,3.0,-1.0,-1.0,68415.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981632,2.0,1.0,0.0,1.0,1.0,2.0,-1.0,-1.0,68479.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981633,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,68482.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981634,1.0,0.0,1.0,0.0,0.0,3.0,-1.0,-1.0,68512.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981635,1.0,1.0,0.0,0.0,1.0,2.0,-1.0,-1.0,68550.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981636,1.0,1.0,0.0,1.0,0.0,4.0,-1.0,-1.0,68545.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981637,3.0,0.0,1.0,0.0,1.0,2.0,-1.0,-1.0,68548.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981638,2.0,1.0,0.0,1.0,0.0,5.0,-1.0,-1.0,68518.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981639,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,68525.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981640,1.0,0.0,1.0,0.0,1.0,2.0,-1.0,-1.0,68406.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981641,1.0,1.0,6839.0,0.0,1.0,2.0,-1.0,4.0,61539.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981642,1.0,1.0,1.0,1.0,0.0,2.0,-1.0,-1.0,68379.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981643,2.0,4.0,0.0,1.0,0.0,4.0,-1.0,-1.0,68386.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981645,2.0,1.0,0.0,1.0,0.0,6.0,-1.0,-1.0,68324.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981647,2.0,3.0,1.0,1.0,1.0,4.0,-1.0,-1.0,68296.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981649,1.0,0.0,1.0,1.0,0.0,2.0,-1.0,-1.0,68298.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981652,2.0,2.0,0.0,2.0,0.0,7.0,-1.0,-1.0,68210.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981654,2.0,3.0,0.0,1.0,1.0,4.0,-1.0,-1.0,68193.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981655,1.0,1.0,1.0,1.0,0.0,5.0,-1.0,-1.0,68158.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981657,1.0,1.0,0.0,1.0,0.0,6.0,-1.0,-1.0,68154.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981661,1.0,2.0,1.0,1.0,0.0,3.0,-1.0,-1.0,68271.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981663,2.0,0.0,5988.0,1.0,1.0,2.0,-1.0,2.0,62434.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981664,2.0,2.0,1.0,1.0,0.0,6.0,-1.0,-1.0,68423.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981666,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,68384.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981668,3.0,1.0,0.0,1.0,0.0,4.0,-1.0,-1.0,68405.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981670,1.0,2.0,0.0,3.0,0.0,3.0,-1.0,-1.0,68357.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981672,1.0,1.0,5480.0,1.0,0.0,2.0,-1.0,2.0,62854.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981674,1.0,1.0,1.0,1.0,0.0,4.0,-1.0,-1.0,68309.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981676,1.0,0.0,1.0,0.0,0.0,2.0,-1.0,-1.0,68278.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981677,1.0,2.0,0.0,2.0,0.0,2.0,-1.0,-1.0,68257.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981678,2.0,1.0,1.0,2.0,0.0,2.0,-1.0,-1.0,68212.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981679,2.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,68094.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981681,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,68032.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981683,1.0,1.0,4619.0,0.0,1.0,5.0,-1.0,2.0,69438.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981684,1.0,1.0,4362.0,1.0,0.0,2.0,-1.0,1.0,74571.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981686,1.0,0.0,1.0,0.0,1.0,2.0,-1.0,-1.0,75842.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981688,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,75770.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981690,1.0,1.0,1.0,0.0,0.0,3.0,-1.0,-1.0,75611.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981691,2.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,75683.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981692,2.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,75566.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981693,4.0,2.0,3164.0,3.0,1.0,3.0,-1.0,1.0,72214.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981695,2.0,1.0,0.0,1.0,0.0,4.0,-1.0,-1.0,75100.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981696,1.0,1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,75038.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981697,1.0,1.0,1.0,1.0,0.0,4.0,-1.0,-1.0,75040.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981698,1.0,1.0,1.0,1.0,0.0,3.0,-1.0,-1.0,75017.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981699,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,74994.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981700,2.0,2.0,0.0,1.0,0.0,2.0,-1.0,-1.0,75007.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981701,1.0,0.0,1.0,0.0,0.0,3.0,-1.0,-1.0,75010.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981702,1.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,76841.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981703,1.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,75579.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981704,1.0,2.0,1.0,0.0,1.0,2.0,-1.0,-1.0,75645.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981705,2.0,2.0,1.0,0.0,1.0,5.0,-1.0,-1.0,75638.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981706,0.0,2.0,0.0,0.0,1.0,2.0,-1.0,-1.0,75620.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981707,2.0,1.0,0.0,0.0,1.0,3.0,-1.0,-1.0,75590.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981708,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,-1.0,75603.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981709,1.0,0.0,1.0,1.0,1.0,2.0,-1.0,-1.0,76438.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981710,2.0,2.0,1.0,1.0,0.0,2.0,-1.0,-1.0,76403.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981711,0.0,2.0,0.0,2.0,0.0,4.0,-1.0,-1.0,76577.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981712,3.0,1.0,0.0,1.0,0.0,3.0,-1.0,-1.0,80616.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981713,1.0,1.0,1.0,1.0,0.0,3.0,-1.0,-1.0,80420.0,-1.0,2.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981714,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,80339.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981715,1.0,1.0,1.0,0.0,1.0,3.0,-1.0,-1.0,80221.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981716,2.0,1.0,870.0,1.0,0.0,3.0,-1.0,2.0,63366.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981717,1.0,1.0,814.0,0.0,1.0,2.0,-1.0,3.0,63400.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981718,1.0,0.0,759.0,2.0,1.0,3.0,-1.0,2.0,63439.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981719,1.0,0.0,708.0,2.0,1.0,6.0,-1.0,1.0,64297.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981720,1.0,1.0,599.0,0.0,1.0,2.0,-1.0,2.0,64322.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,0,1,1,1,0,0
981721,0.0,1.0,1.0,1.0,1.0,4.0,-1.0,-1.0,64862.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981722,1.0,1.0,0.0,1.0,0.0,2.0,-1.0,-1.0,64756.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981724,1.0,1.0,0.0,1.0,0.0,4.0,-1.0,-1.0,79064.0,-1.0,0.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981727,3.0,1.0,2351.0,1.0,2.0,3.5,-1.0,1.0,129761.5,0.0,16.0,0.0,2.0,1.0,1063392.0,0,1,1,0,1,1
981728,1.0,1.0,8352.0,1.0,0.0,3.5,-1.0,1.0,300251.0,0.0,3621.0,0.0,2.0,0.0,1834508.0,0,1,1,0,1,1
981730,1.0,1.0,0.0,1.0,32000.0,1.5,2.0,-1.0,114928.0,1.0,124.0,1.0,3.0,1.0,540123.0,1,1,0,0,1,1
981732,1.0,1.0,8140.0,0.0,1.0,1.0,-1.0,2.0,126753.5,1.0,320729.0,2.0,3.0,1.0,24625.0,0,1,1,0,1,1
981735,1.0,0.0,7938.0,1.0,1.0,2.5,-1.0,2.0,653.0,0.0,19.0,2.0,4.0,0.0,1747384.0,0,1,1,0,1,1
981737,3.0,0.0,1.0,2.0,31454.0,2.5,0.0,-1.0,301616.5,1.0,18.0,0.0,1.0,1.0,514000.0,1,1,0,0,1,1
981738,2.0,1.0,1.0,1.0,0.0,5.0,-1.0,-1.0,101201.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981740,1.0,1.0,1.0,0.0,0.0,3.0,-1.0,-1.0,101228.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,1,1,1,1,0,0
981742,1.0,0.0,7583.0,1.0,1.0,3.6666666666666665,-1.0,2.0,232644.33333333334,0.5,14.0,0.0,2.0,0.0,15389.0,0,1,1,0,1,1
981743,2.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.0,1.0,5.0,1.0,802165.0,1,0,-1,-1,-1,1
981744,13.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26.0,1.0,3.0,1.0,802612.0,1,0,-1,-1,-1,1
981745,4.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46.0,1.0,3.0,1.0,803175.0,1,0,-1,-1,-1,1
981746,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.0,1.0,4.0,0.0,804731.0,1,0,-1,-1,-1,1
981747,1.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,23.0,1.0,5.0,0.0,803548.0,1,0,-1,-1,-1,1
981748,1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,1.0,4.0,2.0,804358.0,1,0,-1,-1,-1,1
981749,1.0,1.0,7394.0,1.0,1.0,2.0,-1.0,1.0,2550.0,-1.0,13.0,1.0,2.0,1.0,100063.0,0,1,1,1,0,1
981750,1.0,0.0,7366.0,1.0,1.0,2.0,-1.0,2.0,643.5,0.0,19.0,3.0,1.0,1.0,862096.0,0,1,1,0,1,1
981751,1.0,0.0,7313.0,1.0,0.0,2.3333333333333335,-1.0,1.0,232708.66666666666,0.5,384.0,0.0,3.0,0.0,79709.0,0,1,1,0,1,1
981752,2.0,1.0,7285.0,1.0,0.0,2.5,-1.0,2.0,733.5,0.0,44.0,1.0,2.0,0.0,1750037.0,0,1,1,0,1,1
981753,1.0,2.0,7265.0,0.0,0.0,2.0,-1.0,1.0,777.0,0.0,22.0,1.0,2.0,3.0,1750323.0,0,1,1,0,1,1
981754,1.0,1.0,7240.0,1.0,0.0,2.0,-1.0,1.0,825.5,1.0,34.0,0.0,5.0,1.0,1750592.0,0,1,1,0,1,1
981755,1.0,0.0,7184.0,1.0,1.0,3.5,-1.0,1.0,847.5,1.0,20.0,1.0,3.0,3.0,1824215.0,0,1,1,0,1,1
981756,2.0,1.0,7157.0,1.0,1.0,2.0,-1.0,1.0,865.0,1.0,16.0,1.0,1.0,1.0,1824433.0,0,1,1,0,1,1
981757,1.0,1.0,7127.0,1.0,0.0,2.5,-1.0,2.0,875.5,0.0,21.0,0.0,2.0,1.0,1824816.0,0,1,1,0,1,1
981758,2.0,1.0,7099.0,1.0,0.0,3.0,-1.0,2.0,406162.3333333333,0.0,14.0,1.0,2.0,1.0,7078.0,0,1,1,0,1,1
981759,1.0,1.0,7069.0,1.0,0.0,2.6666666666666665,-1.0,3.0,35984.666666666664,0.5,14.0,1.0,3.0,1.0,912.0,0,1,1,0,1,1
981760,1.0,1.0,7045.0,1.0,1.0,2.3333333333333335,-1.0,1.0,35992.666666666664,0.5,10.0,1.0,2.0,1.0,1544.0,0,1,1,0,1,1
981762,2.0,1.0,6989.0,2.0,2.0,4.0,-1.0,1.0,268885.5,0.0,17.0,1.0,3.0,0.0,175833.0,0,1,1,0,1,1
